tweet	label
ግብፅ ከእስራዔል ጋር በፈረመችው የሰላም ውል ምክንያትና በመካከለኛው ምስራቅ ባላት አቀማመጥ ዋናው የነዳጅ ዘይት መተላለፊያ ካናል ባለቤት…	neutral
ለምንድን ነው ጀርባው ጋር የሚመስለኝ?	neutral
ኦነግ በሱ በጎ ፍቀድ አይደለም አአ ለይ የተሰበሰበው  እስኬጥርም ብሆን መከልከል አልነበራቸውም	neutral
በቻሉት መጠን ሀብት ከማፍራቶ በፊት ያግቡ በኋላ ፈሪ ይሆናሉና        ~ የ ሀ_ሰዎች ምክር	neutral
ባለፈው ማክሰኞ ባግዳድ በሚገኘው የአሜሪካ ኤምባሲ ላይ ጥቃት ከደረሰ ወዲህ በቀጠናው የፀጥታ መደፍረስ እየተስተዋለ ሲሆን አሜሪካም ወደ ስፍራው 750 የሚደርሱ ኮማንዶዎችን ልካለች።	negative
Huh?......ናቸው ብሎ ያስባልን?... ደመቀ መኮንን አስቦ ያውቃል እንዴ ለመሆኑ?	negative
ኣብ ማይ ጨሎት ዓዲ ሃሎ እንዲዩ ተሳሊሙ ከይዱ ቅዱስ ዶ ከኣ በልካዮ	neutral
ያኔ ልጅ እያለው ከነ ማዘር ፊት እወድሀለው : ማሬ	positive
ነፃና ፍትሃዊ ምርጫ ማለት ድምፅ አሰጣጡና አቆጣጠሩ ላይ ብቻ አይደለም!ፓርቲዎችና ግለሰብ ተወዳዳሪዎች በየትኛውም የአገራችን አካባቢ ያለምንም መከልከል የምረጡኝ ዘመቻ ማካሄድና የአዳራሽ ውስጥ ስብ…	neutral
እናንተም ስንቱ በፀሎት እንኳ የማያገኘውን የነፃ ትምህርት ከስንት (10+2 አመታት) ትጋት እና ፅናት በኋላ አግኝታችሁ እንደ ተረቱ ንገስ ቢሉት ለምን ሳልዋጋ እንዳለው በነፃ ተማ…	positive
በጻፍኩ ቁጥር ጨጓራሽ ከሚላጥ ብሎክ አድርገሽ ተገላገይ… ብዙም ሐሳብ ስትሰጪ አላየሁሽም እስካሁን	neutral
መያዶች ሲዘጉ በተወስነ መልኩ ደስ ብሎኝ ነበር ምክንቱም በወገኔ ስም የመጣው ገንዘብ በስብስባ አበል ደመወዝ እና ጥቅማጥቅም ሲውል እንጂ ይሄ ነው የሚባል ችግር ሲፈታ ስላላየሁ	neutral
ነፃ ያልወጣ ነፃ አዉጪ ነዉ ያሉት??	neutral
ፋይናል ለሚባል ትግል 9:00 ነው የተነሳሁት ብልህስ? ??	neutral
ይህ ዓለም በአማርኛ በጣም ጨካኝ ይመስላል። በጣም አዝኛለሁ	negative
ምስክሮቹ ወይ ሚኪ ወይ መስኪ ናቹ .....  የናንተ ደግሞ በራሱ የማይተማመን የባሪያ አሳዳሪ ስነ ልቦና ነው	neutral
በዘመን አቆጣጠራቸው ዘንድሮ 2020 ያልሆነባቸው ሀገራት ⬇️	neutral
እኮ ልክ ብለሻል እኔ እራሱ አንዳልል እየፈራሁ ነው ??	neutral
ለመላዉ የኦርቶዶክስ ተዋህዶ እምነት ተከታዮች በሙሉ የአማራ ክልል ማረ/ቤቶች ኮሚሽን  እንኳን ለ20120ዓ/ም የገና በአል በሠላም አደረሳችሁ።	positive
እምነት የሚቀጣጠል እሳት እያየ ለማጥፋት አንድ ባልዲ ውሀ እንኳን እንዳያቀብል ባለየ ዳር ዳሩን እሚሄድ እና ልክ እሳቱ ከጠፋ በሗላ ሀዘኑን እሚገልፅ የአስመሳይ ስብስብ ቢኖር ኢዜማ ነው ሀና…	negative
እናት እንጀራ የሚለዉ ቅርቅር፣ ፍቅር መስፈሪያ አገር ግዳን እንዴት ይቅር”   ተብሎ የተዘፈነለት ግዳን ወረዳ ውስጥ የሚገኙ ሁለት የገጠር ትምህርትቤቶች ለመጠገን የጀመርኩት ዘመቻን…	positive
መልካም በዐል ❤❤ መልካም ሰንበት❤❤	positive
የኣማራ ክልል መንግስት የሃይማኖት ኣድልዎ በማቆም የፈረሰ መስጅድ 4ቱንመግንባት ኣለበት ለወደመ ንብረት ካሳ መክፈል ኣለበት በተጨማሪ ወንጀለኞች ወደ ፍርድ ያቅርብልን!	neutral
እውነት ነው ?????? ያኔ ጠበቃየ ባትሆን እንደ በጋሻው ሆኜ ነበር ይሄኔ	positive
ውድ ደንበኛችን፤ እባክዎ የአገልግሎት ቁጥርዎን በመልዕክት ይላኩልን፤ ፈጣን ምላሽ እንሰጥዎታለን፡፡ እናመሰግናለን!	positive
መልካም የክርስቶስ የልደት በዓል።	positive
ቄራ የገባ በሬና ሰሜን የሄደ ወታደር ኢይመለስም እንደተባለ ኣያውም ? ??????	negative
መውጫ እስከ መጥለቂያው የእግዚአብሔር ስም የተመሰገነ ይሁን። አባታችን ቅዱስ አማኑኤል በያለንበት ይጠብቀን ሁላችሁም በያላችሁበት የተቀደሰ ብሩህ ደስ የሚል ቀን ይሁንላችሁ!!…	positive
ደግሞ ልል ስል የእውነት??????	neutral
ስንት ጀግኖችን ከጎናችሁ ነን ብለን ለሞት አሳልፈን ሰጠናቸው?	neutral
እኔ ደግሞ በጣም እሰጋለው።	negative
በኤርትራ የኢትዮጵያ አምባሳደር ሆነው እያገለገሉ የሚገኙት እና ከጥቂት ሳምንታት በፊት የሹመት ደብዳቤያቸውን ለኤርትራው ፕሬዝደንት ያቀረቡት አምባሳደር ሬድዋን ሁሴን የውጭ ጉዳይ ሚኒ…	neutral
ገዳይ እስስት!! የድሀው ደም እንደፈስሰ አይቀርም????	negative
በሀሳብ መሸናነፍን በሰላማዊ መንገድ መቀበል የስልጣኔ መገለጫ ነው-የኃይማኖት መሪዎች	positive
አንድ ጊዜ የበጋው ብቸኛ የበጋ ወቅት ኪሳዋን ሴት ጓደኛ ታገኛለህ እንዲሁም ደስተኛ ሕይወት ትኖራለህ እንዲሁም ብዙ ልጆች ትኖራለህ ፡፡ በታሪክ መጽሐፍ…	positive
ለ2 ሰው የተፈቀደ የመኪና ወንበር ላይ 5 ሰው አስቀምጦ ፏ በይ ጀለስ ፍቅር ካለ 10ም ይችላል  ይለኛል!  ግራ የተጋባ ነገር!	negative
ፍፄ ከኔ ጋር ጀለስ ነው አብሽር አይቦልክህም የኛን ፀባይተኝነት ጠንቅቆ ያውቃል!!	neutral
?? ምናልባትም በክልሉ ሠላማዊ ሠልፍ ያስተባበሩ እና የዓይናቸው ቀለም የማያምር ሙስሊሞች ሊታሠሩ ይችላሉ፧  «መስጊድና ሱቅ አቃጥሎ የክርስትና መዝሙር የዘመረው ያ ሁሉ ሰው መጅሊሱን…	negative
በአገሪቱ መካከለኛ አከባቢ ያለውን የሰው ኃይል ክምችት በምዕራብ የአገሪቱ ክፍል ካለው ሰፊ መሬት ጋር አገናዝበው 4	neutral
ከምርጫ  2012 ዓ.ም  በፊት አሁን ያለውን የአዲስ አበባ  ከተማ አስተዳደርን የካቢኔ አባላት፣ በክፍለ ከተማ  እና በወረዳ ደረጃ ያለውን ዓመራር መልሶ ማዋቀሩ (reshaffle) ማድረጉ ያለው ጠቀሜታ ምንድን ነው??	neutral
ጨውለራስህስትልጣፍጥ: ለኢትዮጵያ ከፍተኛ ትምህርት ተቋማት ተማሪዎች በሙሉ፤ ሀገር የምትገነባውና የምታድገው ፓሊሲ ስለተቀያየረ ሳይሆን በሳል አስተሳስብ በትምህርት የታነፀና የጐለ…	positive
ዱለቻ ማለት ያረጀ ማለት ነው በኦሮሚኛ። ይመስለኛል ለመታረም ዝግጁ ነኝ። ያረጀ ወይ ወደ ገዳም ይሄዳል ወይም ይጦራል። ይኸው ነው ????	neutral
በአሁን ሰዓት አዋጭ እና ትርፋማ ስራ ነው ተከታተሉት፤	neutral
ታህሳስ 24፣2012  የሀገራችን ከተሞች ያላቸውን ሃብት በማስያዣነት ተጠቅመው ከባንኮች ብድር እንዲያገኙ የሚያስችል አሰራር ለመጀመር ታስቧል ተባለ፡፡  ንጋቱ ረጋሣ…	neutral
ሕዳር 22፣ 2012 በኦሮሚያ ክልል ተፈጥሮ በነበረው ግጭት ተሳትፈዋል በሚል ተጠርጥረው በቁጥጥር ስር ከዋሉ ግለሰቦች መካከል በ207ቱ ላይ ክስ ተመስርቷል	positive
አናናስ ለጤናሽ ጥሩ አይደለም	negative
-2-  የጋዜጠኝነትን ስነምግባር ከምር ተከትለው ለመሥራት የሚጥሩ የሚዲያ ተቋማት በምርጫው ሂደት ውስጥ በማወቅም ይሁን ባለማወቅ የተፎካካሪ ፓርቲዎች መጠቀሚያ ላለመሆን ከፍተኛ ጥረት…	positive
ሆይ!   አፈርና ትቢያ ሆኜ ሳለ ጻድቅ አድርገው                           ከሚቆጥሩኝ ሰዎች አድነኝ”          አባ እንጦንስ	positive
ኢንሻአላህ  ማህበረ እርኩሳን ሀሳብና አላማ ለማቀየር ደፋ ቀና ይላሉ መቼም ከመዋረድ ውጭ ዋጋ የላቸውምንጅ	neutral
በሲዳማ እና በደቡብ ክልል መካከል ልደረግ ያለው የስልጣን ሽግግር ሆነ ተብሎ ለህዝብ ግልጽ ባልሆነ ምክንያት እየተጓተተ ነው። የስልጣን ሽግግሩ በሚቀጥሉት ጥቅት ቀናት ውስጥ የማይካሄ…	negative
እውቅ	neutral
Hi  የኔ ቆንጆ	neutral
ለማ መገርሳ ሆይ! የቀድሞ ወዳጅህ ናሁሰናይ ከመቐለ ይህን ባለ 6 ነጥብ መልእክት ልኮልሃል፦  1. ጠባቂዎችህን ሙሉ በሙሉ ከአብይ ንኪኪ እና ትእዛዝ አፅዳ፡፡ የጥበቃ ጥንካሬው ሶስት እጥፍ ጨምር፡…	negative
ማይ ስለ ዝዓሞኽና ኣይኮነን፡ ልቢ ስለ ዘዕቤና እምብር። ድሕሪ ሕጂ ግን....  ክቡር  ኣምባሳደር እስጢፋኖስ ሃብተማርያም፡ (ወዲ ጀነራል ሃብተማርያም -በላዕ ጣዕዋ)…	neutral
እንደሰንሰለት ተጠምጥመው የያዙንን ማህበረሰባዊ ጉራዎች [ Egos ] ካላስወገድን በስተቀር ማህበረሰባዊ ለውጥን መፍጠር አንችልም ! ስልጣኔ ለራስ የሚሰጡትን ግምት ከማስተካከል ይጀምራል ❗	positive
እኔም አሕመዲን ጀበል ነኝ!  በባህርዳር እየተካሔደ ባለው ሰልፍ ላይ።	positive
የሕወሓት ጠቅላላ ጉባዔ በኢሕአዴግ አባል ፓርቲዎች ውህደትና በሌሎች ጉዳዮች ላይ ለመወሰን በሳምንቱ መጨረሻ ይሰበሰባል	neutral
ጥያቄ የለውም በጣም ምርጥ ስራ ነው።	positive
የፈረንጆቹን አስርት ስንጀምር የፊቱን ነበርን። ከፈረንጅ አገር ትምህርት መልስ አዲስ ሥራ። ከዛ ጥሩ የሥራ አለም ጉዞ! 6ተኛ ሥራዬ ላይ፣ ከሁለት ቆጃንጅዬ ልጆች በኋላ! ይመስገን!…	neutral
2/2 ይሄ የሆነው በአብይ መንግስት ነው።እንደዛ ያደረጉት እነማን እንደሆኑ ደግሞ ነጻ ሲወጣ ይናገራል።እኔ በግሌ አብይ አሕመድ ለተጋሩ ያለው ጫፍ የነካ ጥላቻ ከተረዳሁ ቆየሁ። Isn…	neutral
መጀመሪያ ተመሳሳይ መረጃ በስልክ ደርሶኝ ነበር፡፡የአማሮ ልዩ ወረዳ ኮሚዩኒኬሽን ባለሙያ ግን ታዳጊዎቹ በሶስት ታጣቂዎች በጥይት ተደብድበው መገደላቸውን ዛሬ ነግሮኛል፡፡	neutral
...ሰው ግን እንደዚ አይነት ምስቅልቅል ውስጥ ሆኖ እንደዚ ዘና ማለት.. ይሄ ከፈጣሪ ነው	negative
እስክንድር ታላቅ ሰው	positive
ፖለቲካችን የእውቀት ደሃ እና የራሳቸውን ኑሮ ማሸነፍ ያቃታቸው ግለሰቦች መሰባሰብያ ሆኗል።ልደቱ ያለውን ነው ያልከው ወይስ ልደቱንም include እያረከው ነው???	neutral
?????? ምን ተስካራቸዉን በቁማቸዉ  እያበላተዉ ነዉ የሚመስለዉ::	negative
በልፅግና ፓርቲ ህጋዊ ነው ህጋው አይደለም እያሉ ከማልቀስ  ህጋዊ አለመሆኑን በ መረጃ አሳዩን እስከማየው ድረስ   ለሀገራችን ከተፈጠረ ምርጥ ነገር አንዱ አቢቹ…	neutral
ስለዚህ ተለያይተው እንዲኖሩ ማድረጋችን አማራጭ ስላጣን ነው። ለምሳሌ ዛሬ አንደኛውን ለብቻ ሌላኛውን ለብቻ በተለያየ ሰአት ነው ምግብ ያበላነው፤ በፌደራል ፖሊስም እንዲጠበቁ እያደረግ…	neutral
መልካም ዜና! አልሀምዱሊላህ! አላህ የተቀሩትንም በሰላም ከወላጆቻቸው ጋር ይቀላቅላቸው።	positive
የተኛ ሰው ነው አደል አደርክ የሚባለው???	positive
6ተኛ ሳምንት የኢትዮጵያ ፕሪሚየር ሊግ ጨዋታ        ⏰20  ሰበታ ከነማ 0-0 ወላይታ ዲቻ	neutral
አንተ ራስህ ምርጥ ነህ እኮ::	positive
መቀበር  ብቻ ሳይሆን ከእምዬ ኢትዮጵያ አፈር ቆሻሻቸው መወገድ አለበት	negative
በአንድ ቀን 100ሺ ዶላር ተስበስቧ ግቡ ወደ 200ሺ አድጔል ምስጋና ለተዋህዶ ልጆች እኛ ከተባበርን እንኳን የተዋዶን እንባ የአገራችንን የኢትዮጵያን እንባ እንብሳለን እንበርታ ያቃጠሉብንን…	positive
??????????ድል ለዲሞክራሲ እስኬዉ ብርቱ ሰዉ	positive
ሶ አባ ቦራ ምርጥ እና ታማኝ ነው፥ አብይ ደግሞ እንደ ግመል ሸፋፋ ነው እያልክ ነው? :-)	negative
ምግብ ቤት አስመሰላችሁት እኮ፣ ዝርክርክ	negative
በወሬ አይደለም በተግባር ከፎቅ እየወረወርን እናሳያለን ነው አልገባንም	negative
ሶስተኛ ወንበር ላይ ለሶስት ተቀምጬ ከሄድኩት እኔ በላይ ምስኪን የለም! ??	positive
«የመገናኛ ብዙኃን ከአድልዎ ነፃ በሆነ መልኩ በወቅቱ ትክክለኛ መረጃዎችን ባለማድረሳችሁ የተሰማንን ከፍተኛ ቅሬታ በሙስሊሙ ማኀበረሰብ ስም እንገልፃለን፤ በዚህ ተግባራችሁ ከታሪክ ተወቃሽነት አትድኑም» ሲል ተችቷል። 6/6	neutral
መልካም የክርስቶስ ልደት  መታሰቢያ በዓል ይሁንላችሁ።	positive
የአሜሪካ አፀፊዊ ጥቃት ሳስበዉ ሰቅጣጭ የሚሆን ይመስለኛል  ➜ፔንታጎን ምን አየጎነጎነ ይሆን? ➜ የኢራን 3 wave ምን ገፅታ ይኖረዉ ይሆን  እዉነት ለመናገር ይህ እኔ አያጓጓኝም።…	neutral
ኪሎ ግራም ፕላስቲክ ከአንዲት ጥጃ በቀዶ ህክምና ማዋጣት መቻሉን በምዕራብ ጎንደር ዞን የመተማ ወረዳ እንስሳሳት ሀብት ልማት ጽ/ቤት አስታወቀ።   በኢትዮጵያ የውሃ መያዣ ፕላስቲክን…	positive
እሱ ነው በይበልጥ የምያናደውም የምያሳዝነውም። መቼ ይሆን የተማሪ ምት የምያበቃው?	neutral
ይህ እውነት ነው?	neutral
የኩባ ወዳጅነት የቅርብ ጊዜ ይመስለኛል	neutral
አህመዲን ሞጣ ነበር በሚል ለመጀመሪያ ጊዜ የቀጠፈው ቀሲስ ኤፍሬም እሸቴ..	negative
>>> የዜግነት ክብር በኢትዮጵይችን.....	positive
ባህር_ዳር ዛሬ	neutral
እረ ተፋታኝ!  አረማዊ መሆን የተለየ አብርሆት ምስሎህ ትደነፋለህ እንዴ!	negative
..... ይሄንን ልዩነት አጥብቀን እንታገላለን። የህብረተሰባችንን ስነ ልቦና ጭምር ከቀዉስ መታደግ ይገባናል። (2/2)	neutral
ልዑል እግዚአብሔር ካንተ ጋር ይሁን እስኬው!?? ድል ለዲሞክራሲ✊✊✊  ድል ለኢትዮጵያ ህዝብ????❤	positive
አቀንቃኝ? ዘፈን አወጣ እንዴ ደሞ ጎበዝ	neutral
ህወሃት አስቸኳይ ድርጅታዊ ጉባኤውን ነገ ሊያካሂድ ነው	neutral
በጋምቤላ ጎግ ወረዳ ከባድ ዝናብ ከጣለ በኋላ የታታ ሐይቅ ከመጠን በላይ ሞልቶ በመፍሰሱ ከ800 በላይ ተማሪዎች ትምህርት ተቋርጧል፤ የ283 አርሶ አደሮች ማሳ አበላሽቷል፤ ለነዋሪዎች አስቸኳይ…	negative
እኚህ እንቁ አባት፣ ያኔ ድሮ ገና ይሄን ሁሉ ቦታ ብቻቸውን አይተው ሃሳብ ነድፈው ጽፈው አስቀምጠውልናል። ከዚህ ቀረጻ በኋላ ራሱ ብዙ ጽፈዋል፤ ነድፈዋ…	positive
